                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.50747,                0.33931,                 0.8806,                0.99019,                0.98305,                0.99186,                0.86557,                0.59301,                0.32925,                0.90933,              0.0017089,              0.0017089,              0.0017089
                    149,                0.46731,                0.32248,                0.87597,                0.99025,                0.98305,                0.99133,                0.86229,                 0.5878,                0.32366,                0.89917,               0.001707,               0.001707,               0.001707
                    150,                0.53694,                 0.3405,                0.86552,                0.98955,                0.98305,                0.99197,                0.86498,                0.58785,                0.32427,                0.90252,               0.001705,               0.001705,               0.001705
                    151,                0.53768,                0.34372,                0.90104,                0.98258,                0.99153,                0.99406,                0.84812,                0.62789,                0.32016,                0.93357,               0.001703,               0.001703,               0.001703
                    152,                0.50816,                0.34097,                0.87564,                0.98279,                0.99153,                0.99416,                0.86305,                0.59702,                0.32282,                0.90876,               0.001701,               0.001701,               0.001701
                    153,                0.51885,                0.35272,                0.86189,                 0.9828,                0.98305,                0.99372,                 0.8665,                0.60446,                0.33358,                0.91056,               0.001699,               0.001699,               0.001699
                    154,                0.50323,                0.34012,                0.85785,                0.98149,                0.98305,                0.99416,                0.84984,                0.61461,                0.33787,                0.92707,              0.0016971,              0.0016971,              0.0016971
                    155,                0.51919,                0.36638,                0.88425,                0.98909,                0.98305,                0.99432,                0.86857,                0.57745,                0.32143,                0.90923,              0.0016951,              0.0016951,              0.0016951
                    156,                0.53844,                0.35287,                0.86882,                0.98212,                0.99153,                0.99449,                0.85649,                0.58074,                0.33466,                0.90631,              0.0016931,              0.0016931,              0.0016931
                    157,                0.49293,                0.32835,                0.88456,                0.99139,                0.97574,                0.99466,                0.85126,                0.59445,                0.34757,                0.91232,              0.0016911,              0.0016911,              0.0016911
                    158,                0.51633,                0.36517,                0.89459,                0.99405,                0.99153,                  0.995,                0.85468,                 0.5881,                 0.3171,                0.91185,              0.0016891,              0.0016891,              0.0016891
                    159,                0.52669,                0.34011,                0.88516,                0.99935,                0.98305,                  0.994,                0.86889,                 0.5668,                 0.3123,                  0.903,              0.0016872,              0.0016872,              0.0016872
                    160,                0.51486,                0.34375,                0.87121,                0.99129,                0.96442,                0.98848,                0.85475,                0.59079,                0.33083,                0.91816,              0.0016852,              0.0016852,              0.0016852
                    161,                0.46425,                0.33422,                 0.8716,                0.96667,                0.98305,                0.99252,                0.83968,                0.59385,                0.33572,                0.91949,              0.0016832,              0.0016832,              0.0016832
                    162,                 0.5119,                0.33905,                 0.8782,                0.96489,                0.98305,                0.99216,                0.81741,                0.65023,                0.36037,                0.94293,              0.0016812,              0.0016812,              0.0016812
                    163,                0.52443,                 0.3363,                0.89029,                0.97841,                0.97458,                0.99107,                0.83948,                0.60047,                0.36905,                0.93659,              0.0016792,              0.0016792,              0.0016792
                    164,                0.48728,                0.34043,                0.86996,                0.98229,                0.97458,                0.99339,                0.86683,                0.58474,                  0.322,                0.92183,              0.0016773,              0.0016773,              0.0016773
                    165,                0.50053,                0.33995,                0.86336,                0.98139,                0.98305,                0.99368,                 0.8757,                0.57246,                0.30217,                0.90952,              0.0016753,              0.0016753,              0.0016753
                    166,                0.50152,                0.34369,                0.87576,                0.96655,                0.97949,                0.99038,                0.87275,                0.56131,                0.30579,                 0.8948,              0.0016733,              0.0016733,              0.0016733
                    167,                0.52026,                 0.3419,                0.88426,                0.97337,                0.98305,                0.98861,                0.85744,                0.56822,                0.31288,                0.89479,              0.0016713,              0.0016713,              0.0016713
                    168,                0.53762,                0.35118,                0.88592,                0.97179,                0.98305,                0.98626,                0.86957,                0.53869,                0.30379,                0.88353,              0.0016693,              0.0016693,              0.0016693
                    169,                0.47088,                 0.3252,                0.86197,                0.98233,                0.97458,                0.98915,                0.88017,                0.54362,                0.30685,                0.89089,              0.0016674,              0.0016674,              0.0016674
                    170,                0.48745,                0.32586,                0.85649,                0.97455,                0.97343,                0.99177,                0.87168,                0.58318,                0.30491,                0.92107,              0.0016654,              0.0016654,              0.0016654
                    171,                0.51108,                0.34943,                0.87456,                0.98299,                0.97951,                0.99168,                0.85596,                0.60596,                0.31897,                0.93803,              0.0016634,              0.0016634,              0.0016634
                    172,                0.46923,                0.31425,                0.86522,                0.99144,                0.98104,                0.99391,                0.86515,                0.60413,                 0.3062,                0.93043,              0.0016614,              0.0016614,              0.0016614
                    173,                0.49124,                0.34286,                0.86964,                0.98127,                0.98305,                 0.9929,                0.86508,                0.58492,                0.31282,                0.91086,              0.0016594,              0.0016594,              0.0016594
                    174,                0.49328,                0.33168,                0.86009,                0.99145,                0.98241,                0.99391,                 0.8698,                0.58402,                0.31437,                0.90336,              0.0016575,              0.0016575,              0.0016575
                    175,                 0.4897,                0.31518,                0.87469,                      1,                0.98164,                0.99467,                0.86566,                0.56353,                0.31784,                0.90089,              0.0016555,              0.0016555,              0.0016555
                    176,                0.49697,                0.34587,                0.85486,                0.99145,                0.98222,                0.99442,                0.86414,                0.56506,                 0.3312,                0.90082,              0.0016535,              0.0016535,              0.0016535
                    177,                0.49173,                0.32287,                0.85264,                0.99037,                0.97458,                0.99408,                0.85834,                0.56066,                0.32941,                  0.902,              0.0016515,              0.0016515,              0.0016515
                    178,                0.49707,                0.36624,                0.86825,                0.99931,                0.98305,                0.99407,                0.85123,                0.57787,                0.33297,                0.91042,              0.0016495,              0.0016495,              0.0016495
                    179,                0.50984,                0.33761,                0.86603,                0.98082,                0.98305,                0.99139,                0.87124,                0.54561,                0.34262,                0.88764,              0.0016476,              0.0016476,              0.0016476
                    180,                0.47793,                0.31901,                0.86122,                0.97529,                 0.9322,                0.98009,                0.84046,                 0.6292,                0.40326,                0.93346,              0.0016456,              0.0016456,              0.0016456
                    181,                  0.509,                0.34212,                0.87751,                0.92023,                0.87983,                0.95199,                0.79042,                0.68068,                 0.5275,                0.95943,              0.0016436,              0.0016436,              0.0016436
                    182,                 0.4632,                0.32141,                0.86084,                0.97389,                0.78814,                0.86307,                0.72265,                0.69442,                0.84955,                0.96781,              0.0016416,              0.0016416,              0.0016416
                    183,                0.53355,                0.33219,                0.88703,                      1,                0.91489,                0.95191,                0.79631,                0.66834,                0.52458,                0.94773,              0.0016396,              0.0016396,              0.0016396
                    184,                  0.541,                  0.335,                0.89372,                0.99137,                0.97357,                0.99255,                0.81896,                0.67417,                 0.3796,                0.96509,              0.0016377,              0.0016377,              0.0016377
                    185,                0.52627,                 0.3294,                0.89749,                      1,                0.95481,                0.98881,                 0.8207,                0.67627,                0.40248,                0.96157,              0.0016357,              0.0016357,              0.0016357
                    186,                0.51855,                0.34717,                0.87677,                0.98843,                0.99153,                0.99475,                0.86599,                0.56837,                 0.3093,                0.89813,              0.0016337,              0.0016337,              0.0016337
                    187,                0.46018,                 0.3072,                0.84607,                0.99151,                0.98982,                0.99458,                0.86861,                0.56281,                0.31027,                0.89797,              0.0016317,              0.0016317,              0.0016317
                    188,                0.50215,                0.33684,                0.87547,                0.98061,                0.98305,                0.99398,                0.85535,                0.58123,                0.30665,                0.91089,              0.0016297,              0.0016297,              0.0016297
                    189,                0.52496,                0.33599,                0.87588,                0.98845,                0.98305,                0.99408,                0.86701,                0.56324,                 0.3036,                0.90216,              0.0016278,              0.0016278,              0.0016278
                    190,                0.51739,                0.33969,                0.87023,                0.98999,                0.98305,                0.99458,                0.86168,                0.57063,                0.30768,                0.90982,              0.0016258,              0.0016258,              0.0016258
                    191,                0.53055,                0.36101,                0.86782,                0.98937,                0.99153,                0.99483,                0.84947,                0.60849,                0.31785,                0.93302,              0.0016238,              0.0016238,              0.0016238
                    192,                0.53907,                0.36332,                0.87498,                      1,                0.97332,                0.99475,                0.86261,                0.59004,                0.32025,                 0.9216,              0.0016218,              0.0016218,              0.0016218
                    193,                0.47335,                0.31717,                0.85703,                      1,                 0.9652,                 0.9941,                0.86065,                0.57819,                0.32258,                0.91631,              0.0016198,              0.0016198,              0.0016198
                    194,                0.46997,                0.31093,                 0.8694,                0.98776,                0.95763,                0.98819,                0.84567,                0.60327,                0.33016,                0.92152,              0.0016179,              0.0016179,              0.0016179
                    195,                0.44102,                0.30961,                 0.8585,                0.99654,                 0.9661,                0.99321,                0.85637,                0.59294,                0.30595,                0.91159,              0.0016159,              0.0016159,              0.0016159
                    196,                0.51223,                0.31807,                0.87666,                0.99137,                0.97332,                0.99297,                0.86519,                0.55611,                0.30499,                0.89095,              0.0016139,              0.0016139,              0.0016139
                    197,                0.51522,                0.33909,                0.87912,                0.99147,                0.95763,                0.99377,                0.86357,                0.54564,                 0.3044,                0.88527,              0.0016119,              0.0016119,              0.0016119
                    198,                 0.4582,                0.30072,                0.85019,                0.98189,                0.95763,                0.99303,                0.85706,                0.56118,                0.31766,                0.88814,              0.0016099,              0.0016099,              0.0016099
                    199,                0.49488,                0.32315,                0.85443,                0.97576,                0.94915,                 0.9884,                0.85813,                0.57671,                0.34598,                0.89254,               0.001608,               0.001608,               0.001608
                    200,                0.47082,                0.30701,                0.86317,                0.96932,                0.95763,                0.99061,                0.86365,                0.57979,                0.35024,                0.89008,               0.001606,               0.001606,               0.001606
                    201,                0.51236,                0.33355,                0.89228,                0.94679,                0.99153,                0.99208,                0.87257,                0.56687,                0.34845,                0.89196,               0.001604,               0.001604,               0.001604
                    202,                 0.5025,                0.33869,                0.86291,                0.96656,                0.99153,                0.99382,                0.86296,                0.57033,                0.32004,                0.90613,               0.001602,               0.001602,               0.001602
                    203,                0.53006,                0.38272,                 0.9296,                0.98316,                0.98944,                0.99441,                0.86951,                0.56032,                0.30724,                0.89522,                 0.0016,                 0.0016,                 0.0016
                    204,                0.47467,                0.31372,                0.86714,                0.97817,                0.99153,                0.99441,                0.86278,                 0.5719,                0.31015,                0.90732,              0.0015981,              0.0015981,              0.0015981
                    205,                0.48509,                0.31831,                0.85063,                0.98245,                0.99153,                0.99458,                0.85455,                0.58995,                0.30508,                0.91838,              0.0015961,              0.0015961,              0.0015961
                    206,                0.47789,                0.31587,                0.85794,                0.98928,                0.98305,                0.99458,                0.86728,                0.56317,                0.30465,                0.90205,              0.0015941,              0.0015941,              0.0015941
                    207,                0.46831,                0.34896,                0.86634,                0.96692,                0.99072,                0.99338,                0.85865,                0.56573,                0.30773,                 0.9004,              0.0015921,              0.0015921,              0.0015921
                    208,                0.47287,                0.33358,                0.86043,                0.97988,                0.98305,                0.99416,                0.86709,                 0.5574,                0.30528,                0.89145,              0.0015901,              0.0015901,              0.0015901
                    209,                0.48889,                0.32792,                 0.8803,                0.97499,                0.99101,                0.99424,                 0.8751,                0.55026,                0.31099,                0.88544,              0.0015882,              0.0015882,              0.0015882
                    210,                0.51925,                0.40004,                0.86593,                0.98112,                0.98305,                0.99287,                0.86427,                 0.5756,                0.33535,                0.89655,              0.0015862,              0.0015862,              0.0015862
                    211,                0.50163,                 0.3272,                0.85687,                0.98211,                0.98305,                0.99321,                0.86784,                0.54824,                0.31798,                0.89287,              0.0015842,              0.0015842,              0.0015842
                    212,                0.53592,                0.32828,                0.89897,                0.99143,                0.98018,                0.99432,                0.87386,                0.53491,                0.30862,                0.88912,              0.0015822,              0.0015822,              0.0015822
                    213,                 0.4664,                0.30501,                0.86419,                 0.9915,                0.98816,                0.99314,                0.86814,                0.53815,                0.29879,                0.88759,              0.0015802,              0.0015802,              0.0015802
                    214,                0.46544,                0.31212,                0.84769,                0.99017,                0.99153,                 0.9922,                0.85966,                 0.5708,                0.31751,                0.89829,              0.0015783,              0.0015783,              0.0015783
                    215,                0.47517,                0.31065,                0.85162,                0.98318,                0.99094,                0.99354,                0.86956,                0.56081,                 0.3046,                  0.891,              0.0015763,              0.0015763,              0.0015763
                    216,                0.49198,                0.33045,                0.85974,                0.99144,                0.98166,                0.98736,                0.86363,                0.55924,                 0.2984,                0.88533,              0.0015743,              0.0015743,              0.0015743
                    217,                0.47943,                0.31376,                0.84727,                0.99144,                0.98186,                0.98604,                 0.8556,                0.55328,                0.29271,                0.88354,              0.0015723,              0.0015723,              0.0015723
                    218,                0.53342,                0.35005,                0.88554,                      1,                0.97444,                0.98586,                0.86232,                0.53871,                0.29793,                0.88118,              0.0015703,              0.0015703,              0.0015703
                    219,                0.47737,                0.32032,                0.86706,                 0.9912,                0.98305,                0.99371,                0.85453,                0.57935,                0.30664,                0.89886,              0.0015684,              0.0015684,              0.0015684
                    220,                0.51554,                0.32096,                0.87869,                0.99151,                0.99028,                0.99475,                 0.8624,                 0.5945,                0.30606,                0.91044,              0.0015664,              0.0015664,              0.0015664
                    221,                0.45926,                0.29926,                0.85094,                0.99088,                0.99153,                0.99475,                 0.8675,                 0.5675,                0.29996,                0.89557,              0.0015644,              0.0015644,              0.0015644
                    222,                 0.4666,                0.31956,                0.88484,                0.99078,                0.99153,                0.99475,                0.86137,                0.55482,                0.30388,                0.89376,              0.0015624,              0.0015624,              0.0015624
                    223,                0.48378,                0.32527,                0.85702,                      1,                0.97418,                 0.9945,                0.86748,                0.55965,                 0.2995,                  0.899,              0.0015604,              0.0015604,              0.0015604
                    224,                 0.4549,                0.31214,                0.84227,                0.99307,                0.97458,                0.99402,                0.86678,                0.57214,                0.31075,                0.89831,              0.0015585,              0.0015585,              0.0015585
                    225,                0.44911,                0.33223,                0.85153,                0.99507,                 0.9661,                 0.9934,                0.86633,                0.57348,                0.32226,                0.89718,              0.0015565,              0.0015565,              0.0015565
                    226,                0.47329,                0.31563,                0.86097,                      1,                0.94048,                0.97887,                0.82008,                0.65126,                0.38869,                0.95056,              0.0015545,              0.0015545,              0.0015545
                    227,                0.43531,                0.29014,                0.84098,                0.98663,                 0.9322,                0.96521,                0.79945,                 0.6863,                0.45684,                0.95762,              0.0015525,              0.0015525,              0.0015525
                    228,                0.47854,                0.30754,                0.84443,                0.97619,                0.94068,                0.96113,                0.80012,                0.63591,                0.46918,                0.94565,              0.0015505,              0.0015505,              0.0015505
                    229,                0.50457,                 0.3177,                0.87045,                0.98238,                0.94515,                0.96403,                0.80366,                0.61803,                 0.4322,                0.93477,              0.0015486,              0.0015486,              0.0015486
                    230,                0.48022,                0.31355,                0.87434,                0.98271,                0.96352,                 0.9784,                0.81357,                0.65143,                0.37349,                0.94236,              0.0015466,              0.0015466,              0.0015466
                    231,                0.43501,                0.29547,                0.85695,                0.97311,                0.97458,                0.98801,                0.83893,                0.63356,                0.36519,                0.94176,              0.0015446,              0.0015446,              0.0015446
                    232,                0.46253,                0.31129,                0.83965,                 0.9904,                0.97458,                0.99212,                0.85234,                0.61298,                0.35372,                0.92928,              0.0015426,              0.0015426,              0.0015426
                    233,                0.45506,                0.29112,                0.83882,                 0.9893,                0.97458,                0.99376,                 0.8585,                0.57813,                0.33132,                0.90491,              0.0015406,              0.0015406,              0.0015406
                    234,                0.47614,                0.30563,                0.85875,                0.98071,                0.99153,                0.99458,                0.86747,                0.56064,                0.31184,                0.89035,              0.0015387,              0.0015387,              0.0015387
                    235,                0.47231,                0.31651,                 0.8688,                0.99144,                0.98135,                0.99458,                0.86576,                0.58183,                0.31284,                 0.9044,              0.0015367,              0.0015367,              0.0015367
                    236,                0.45827,                0.30775,                0.86262,                0.99413,                0.97458,                0.99442,                0.87746,                0.54349,                0.30623,                0.88583,              0.0015347,              0.0015347,              0.0015347
                    237,                0.45094,                0.30395,                0.85214,                0.99931,                0.97458,                 0.9945,                 0.8801,                0.54237,                0.29175,                0.88162,              0.0015327,              0.0015327,              0.0015327
                    238,                0.46523,                0.30234,                0.86488,                0.99899,                0.97458,                0.99466,                0.88351,                0.54803,                0.29961,                0.89682,              0.0015307,              0.0015307,              0.0015307
                    239,                0.48005,                0.32224,                0.85379,                0.98233,                0.97458,                0.99359,                 0.8722,                0.58819,                0.31472,                0.92116,              0.0015288,              0.0015288,              0.0015288
                    240,                0.46354,                0.30729,                0.84682,                0.96663,                0.98207,                0.98931,                 0.8708,                0.56749,                0.32342,                0.89976,              0.0015268,              0.0015268,              0.0015268
                    241,                0.49305,                0.30745,                0.86727,                0.96665,                0.98259,                0.98907,                0.87186,                0.57087,                0.32062,                0.90007,              0.0015248,              0.0015248,              0.0015248
                    242,                0.44797,                0.29411,                0.85107,                0.96666,                0.98283,                0.99227,                0.88249,                0.56994,                0.32066,                0.90641,              0.0015228,              0.0015228,              0.0015228
                    243,                0.48553,                  0.315,                0.88045,                0.96598,                0.98305,                0.99316,                0.87915,                0.59524,                0.31838,                 0.9229,              0.0015208,              0.0015208,              0.0015208
                    244,                 0.4379,                0.27342,                0.85652,                0.95891,                0.98898,                0.99358,                0.88302,                 0.5537,                0.30116,                 0.8966,              0.0015189,              0.0015189,              0.0015189
                    245,                0.46268,                0.29644,                0.84204,                0.95887,                0.98775,                 0.9935,                0.87908,                0.54971,                0.30115,                0.89478,              0.0015169,              0.0015169,              0.0015169
                    246,                0.50173,                0.32126,                0.86341,                0.99019,                0.97458,                0.99369,                0.86964,                0.57652,                0.30352,                0.91162,              0.0015149,              0.0015149,              0.0015149
                    247,                0.42936,                0.27677,                0.83935,                0.99997,                0.97458,                0.99343,                0.87314,                0.55222,                0.30216,                0.89199,              0.0015129,              0.0015129,              0.0015129
                    248,                0.46012,                0.29307,                0.84531,                      1,                0.97338,                0.99382,                0.87556,                0.55239,                    0.3,                0.89217,              0.0015109,              0.0015109,              0.0015109
                    249,                0.46028,                0.31775,                0.85467,                      1,                0.97339,                0.99402,                0.86772,                0.57938,                0.29269,                0.91007,               0.001509,               0.001509,               0.001509
                    250,                0.48469,                0.32068,                0.85384,                0.99931,                0.97458,                0.99434,                0.85785,                0.61013,                0.30171,                0.92553,               0.001507,               0.001507,               0.001507
                    251,                0.47446,                0.31898,                0.86604,                0.99921,                0.97458,                0.99083,                0.86734,                0.57084,                0.30255,                0.90416,               0.001505,               0.001505,               0.001505
                    252,                0.43586,                0.30358,                0.83667,                      1,                0.98286,                0.99467,                0.86008,                0.58267,                0.29557,                0.91196,               0.001503,               0.001503,               0.001503
                    253,                0.50802,                0.32853,                0.92001,                0.99632,                0.98305,                0.99475,                0.86647,                0.58604,                0.30906,                0.91279,               0.001501,               0.001501,               0.001501
                    254,                0.46063,                0.30415,                0.85871,                0.96882,                0.99153,                0.99372,                0.87593,                0.57155,                0.29993,                0.90223,              0.0014991,              0.0014991,              0.0014991
                    255,                0.43653,                 0.2975,                0.83129,                0.97414,                0.99153,                0.99363,                0.87319,                  0.579,                0.30412,                 0.9047,              0.0014971,              0.0014971,              0.0014971
                    256,                 0.5222,                0.33657,                0.90091,                0.98172,                0.99153,                 0.9945,                0.87443,                0.57293,                0.30077,                0.90386,              0.0014951,              0.0014951,              0.0014951
                    257,                0.48343,                0.31729,                0.86221,                      1,                0.97324,                0.99475,                0.87822,                0.56934,                0.30055,                0.90089,              0.0014931,              0.0014931,              0.0014931
                    258,                0.44467,                0.29696,                0.85651,                      1,                0.98195,                0.99367,                0.86891,                0.57073,                0.31698,                0.90121,              0.0014911,              0.0014911,              0.0014911
                    259,                0.45655,                 0.3043,                0.84968,                0.99915,                0.97458,                0.99442,                0.85643,                0.57423,                0.30724,                0.90972,              0.0014892,              0.0014892,              0.0014892
                    260,                0.45058,                0.29494,                0.85736,                      1,                0.97449,                0.99434,                0.87476,                0.55668,                0.30463,                0.89799,              0.0014872,              0.0014872,              0.0014872
                    261,                0.43907,                0.31945,                0.84726,                0.99974,                0.97458,                0.99458,                0.87129,                0.57413,                0.31432,                0.90064,              0.0014852,              0.0014852,              0.0014852
                    262,                 0.4589,                0.30535,                0.85226,                 0.9905,                0.98305,                0.99475,                0.87088,                0.57707,                0.30173,                0.89985,              0.0014832,              0.0014832,              0.0014832
                    263,                0.44349,                0.32337,                0.84605,                0.99907,                0.97458,                 0.9945,                 0.8784,                0.56034,                0.28799,                0.90354,              0.0014812,              0.0014812,              0.0014812
                    264,                0.43468,                0.28858,                0.86766,                0.98317,                0.99022,                0.99441,                0.86543,                0.60005,                0.30839,                0.92606,              0.0014793,              0.0014793,              0.0014793
                    265,                0.46009,                0.33085,                0.84147,                0.97394,                0.98305,                 0.9939,                0.86052,                0.60626,                  0.313,                0.92812,              0.0014773,              0.0014773,              0.0014773
                    266,                0.43134,                0.29128,                0.84063,                0.98276,                0.98305,                0.99363,                 0.8767,                0.57293,                0.30459,                0.90634,              0.0014753,              0.0014753,              0.0014753
                    267,                0.42682,                0.28983,                0.83452,                0.98219,                0.98305,                0.99334,                0.87217,                0.59357,                0.30251,                0.90902,              0.0014733,              0.0014733,              0.0014733
                    268,                 0.5298,                0.37122,                0.90916,                0.98248,                0.98305,                0.99332,                0.86532,                0.59583,                  0.337,                0.90851,              0.0014713,              0.0014713,              0.0014713
                    269,                0.41833,                0.29431,                0.85859,                0.98136,                0.98305,                0.99337,                0.87115,                 0.5834,                0.33016,                0.90173,              0.0014694,              0.0014694,              0.0014694
                    270,                0.44552,                0.30726,                 0.8624,                0.98967,                0.98305,                0.99424,                0.88059,                0.54113,                0.28547,                0.88014,              0.0014674,              0.0014674,              0.0014674
                    271,                0.49425,                 0.3121,                0.88339,                0.99038,                0.97458,                0.99409,                0.88358,                0.54539,                0.28769,                 0.8858,              0.0014654,              0.0014654,              0.0014654
                    272,                0.45989,                0.30875,                0.85663,                0.99128,                0.97458,                0.99425,                0.86749,                0.58082,                0.30452,                0.91314,              0.0014634,              0.0014634,              0.0014634
                    273,                0.48085,                0.33377,                0.88543,                0.99144,                0.98139,                0.99197,                0.86835,                0.57812,                0.30527,                0.91261,              0.0014614,              0.0014614,              0.0014614
                    274,                0.46869,                 0.3143,                0.86694,                0.98297,                0.98305,                0.99005,                0.87005,                0.55926,                0.31732,                0.89934,              0.0014595,              0.0014595,              0.0014595
                    275,                 0.4234,                0.28779,                0.84797,                0.98304,                0.98222,                0.99024,                0.85627,                0.58574,                0.31479,                0.91515,              0.0014575,              0.0014575,              0.0014575
                    276,                0.50311,                0.32469,                0.87069,                0.98196,                0.97458,                0.98769,                0.86109,                0.56391,                0.30598,                0.90463,              0.0014555,              0.0014555,              0.0014555
                    277,                0.47095,                 0.3011,                0.88087,                0.98218,                0.97458,                0.98613,                 0.8664,                 0.5498,                0.29855,                 0.8954,              0.0014535,              0.0014535,              0.0014535
                    278,                0.43635,                0.27984,                0.86288,                0.98289,                0.97392,                0.98753,                0.86802,                0.57608,                0.31151,                 0.9109,              0.0014515,              0.0014515,              0.0014515
                    279,                0.43287,                0.30182,                0.86182,                      1,                0.96312,                0.98615,                0.87134,                0.58846,                0.33314,                0.91852,              0.0014496,              0.0014496,              0.0014496
                    280,                0.43175,                 0.2861,                 0.8468,                      1,                0.95627,                0.98757,                0.86488,                0.60591,                0.34328,                 0.9271,              0.0014476,              0.0014476,              0.0014476
                    281,                0.42975,                0.29493,                 0.8513,                0.99137,                0.97393,                0.98806,                 0.8635,                0.58617,                0.33063,                 0.9145,              0.0014456,              0.0014456,              0.0014456
                    282,                 0.4752,                0.31388,                0.85439,                0.99144,                0.98211,                0.99332,                  0.871,                0.57371,                0.29795,                0.90279,              0.0014436,              0.0014436,              0.0014436
                    283,                0.43908,                 0.2747,                0.86034,                0.98936,                0.98305,                0.99441,                0.87426,                0.55849,                0.27541,                0.89817,              0.0014416,              0.0014416,              0.0014416
                    284,                0.44903,                0.29812,                0.86006,                 0.9734,                0.99153,                0.99441,                0.87505,                0.55344,                0.27839,                0.89559,              0.0014397,              0.0014397,              0.0014397
                    285,                0.43471,                0.27802,                0.85661,                0.97407,                0.99153,                0.99441,                0.88213,                0.54878,                0.28231,                0.89541,              0.0014377,              0.0014377,              0.0014377
                    286,                0.42849,                0.28969,                0.83082,                0.97426,                0.99153,                  0.994,                0.87501,                0.56998,                 0.3052,                0.91238,              0.0014357,              0.0014357,              0.0014357
                    287,                0.47045,                0.30013,                0.84294,                0.98253,                0.99153,                0.99441,                0.87195,                0.57121,                0.29591,                0.91002,              0.0014337,              0.0014337,              0.0014337
                    288,                0.43536,                 0.3173,                0.84541,                0.98903,                0.99153,                0.99458,                0.87637,                0.55679,                0.28218,                0.90594,              0.0014317,              0.0014317,              0.0014317
                    289,                0.46259,                0.31637,                0.87933,                0.99122,                0.95695,                0.99366,                0.87247,                0.55826,                0.29424,                0.90437,              0.0014298,              0.0014298,              0.0014298
                    290,                0.45869,                   0.31,                0.85043,                 0.9741,                 0.9661,                0.99114,                0.88183,                0.54069,                0.30679,                 0.8971,              0.0014278,              0.0014278,              0.0014278
                    291,                0.43952,                 0.2995,                0.83798,                 0.9826,                0.95707,                0.98703,                0.87008,                0.54792,                0.31641,                0.90426,              0.0014258,              0.0014258,              0.0014258
                    292,                0.43266,                0.28967,                0.85717,                0.98958,                 0.9661,                0.99189,                0.86862,                0.54514,                0.29356,                 0.8998,              0.0014238,              0.0014238,              0.0014238
                    293,                0.43538,                0.30895,                0.86245,                0.97476,                0.98186,                0.99263,                 0.8718,                0.54094,                0.28643,                 0.8949,              0.0014218,              0.0014218,              0.0014218
                    294,                0.44613,                0.31264,                0.81303,                0.97477,                0.98305,                0.99288,                 0.8726,                0.57334,                0.29772,                0.90568,              0.0014199,              0.0014199,              0.0014199
                    295,                0.49954,                0.32238,                0.87809,                0.97342,                0.99153,                0.99433,                  0.864,                0.57499,                0.28926,                0.90557,              0.0014179,              0.0014179,              0.0014179
                    296,                0.46733,                0.29783,                0.88432,                0.98304,                0.98246,                0.99327,                0.86976,                0.56527,                 0.2882,                0.89715,              0.0014159,              0.0014159,              0.0014159
                    297,                0.45837,                0.29954,                0.85992,                0.98301,                0.98305,                0.98762,                0.86261,                0.56856,                0.30531,                 0.9003,              0.0014139,              0.0014139,              0.0014139
                    298,                0.45386,                0.29841,                 0.8516,                0.98289,                0.97379,                0.98652,                 0.8642,                0.56383,                0.32861,                 0.9064,              0.0014119,              0.0014119,              0.0014119
                    299,                0.44601,                0.28749,                0.84461,                0.98279,                0.98305,                0.99299,                0.88049,                0.53936,                0.28362,                0.89198,                0.00141,                0.00141,                0.00141
                    300,                0.56829,                0.45437,                0.98428,                0.98223,                0.98305,                0.99283,                0.87118,                0.55614,                 0.2789,                0.89688,               0.001408,               0.001408,               0.001408
                    301,                0.42199,                0.28486,                0.86129,                0.98206,                0.98305,                0.99312,                0.87371,                0.55033,                0.27578,                0.89585,               0.001406,               0.001406,               0.001406
                    302,                0.42979,                 0.2807,                0.85309,                0.98192,                0.98305,                0.99383,                0.86952,                0.55644,                0.28386,                0.89945,               0.001404,               0.001404,               0.001404
                    303,                0.39604,                0.27597,                0.83166,                0.98305,                0.98301,                0.99371,                 0.8654,                0.55906,                0.27586,                0.91023,               0.001402,               0.001402,               0.001402
                    304,                0.43736,                0.30092,                0.84273,                0.97479,                0.98294,                0.99391,                0.85628,                0.58579,                 0.2831,                0.92615,              0.0014001,              0.0014001,              0.0014001
                    305,                0.43914,                0.27892,                0.87264,                0.97455,                0.97373,                0.99366,                 0.8624,                0.58708,                0.28936,                0.92947,              0.0013981,              0.0013981,              0.0013981
                    306,                0.44631,                0.30825,                0.86638,                0.99137,                0.97401,                0.99293,                0.86781,                0.56017,                0.29106,                0.91166,              0.0013961,              0.0013961,              0.0013961
                    307,                0.44071,                0.30904,                0.84265,                0.99097,                0.97458,                0.99336,                0.86263,                 0.5712,                0.28123,                0.92357,              0.0013941,              0.0013941,              0.0013941
                    308,                0.42118,                0.28946,                0.84701,                0.97479,                  0.983,                0.99322,                0.87015,                0.56553,                0.28649,                0.91361,              0.0013921,              0.0013921,              0.0013921
                    309,                0.44568,                0.35898,                0.85621,                0.97498,                0.99069,                0.99408,                 0.8734,                0.54772,                0.28578,                 0.8994,              0.0013902,              0.0013902,              0.0013902
